Employee_number,Employee_name,Employee_age,Maritial_Status,Current_Salary,Number_of_Children,years_experience,past_projects,current_projects,Divorced_earlier,Father_alive,Mother_alive,performance_rating,Education_level,Department,Role,Job_Satisfaction,Work_Life_Balance,is_outlier
13802,Sarah Sharma,25,True,79810,2,1,4,0,No,Yes,Yes,2,Bachelor's,Finance,Analyst,10.0,10.0,0
13803,Emily Thompson,43,False,64103,3,9,9,1,No,No,Yes,3,Bachelor's,Engineering,Software Engineer,7.070582047167891,2.151342541356515,0
13804,David Brown,42,False,87136,0,20,2,3,Yes,Yes,Yes,3,High School,HR,HR Executive,7.673490297408534,6.5929156829817295,1
13805,Sophia Sharma,43,False,63543,3,22,10,1,No,No,Yes,5,Diploma,HR,HR Executive,6.23673771782244,2.860633273377369,0
13806,Vikram Brown,31,False,68529,1,6,1,3,Yes,Yes,No,4,High School,Engineering,ML Engineer,10.0,1.0,0
13817,Karen Thompson,35,True,60070,0,13,13,3,No,Yes,Yes,3,Master's,Finance,Analyst,10.0,9.418823988724107,0
13819,Rohit Patel,36,True,85791,1,14,5,0,Yes,Yes,Yes,2,Bachelor's,Finance,Analyst,7.086844005708822,8.9004697969749,0
13821,Daniel Brown,32,True,64211,2,10,11,1,No,Yes,Yes,1,Bachelor's,Finance,Analyst,10.0,6.223121896648027,0
13822,Kiran Sharma,30,False,74384,2,0,8,3,Yes,Yes,No,4,Master's,R&D,Scientist,8.894833620849777,3.7365053036146985,0
13824,Sarah Anderson,46,True,62762,0,21,8,0,No,Yes,Yes,4,Master's,Support,Customer Specialist,10.0,8.540773037244273,0
13829,Ananya Davis,29,True,62503,3,0,6,0,No,Yes,Yes,3,Master's,R&D,Scientist,7.46022990457425,3.6800506984217467,0
13830,Sophia Kumar,34,False,59374,2,12,10,2,Yes,Yes,Yes,3,Bachelor's,Engineering,ML Engineer,1.489225503693823,8.705613783528747,0
13832,Vikram Lewis,33,True,65601,3,1,12,2,No,No,Yes,1,Bachelor's,Operations,Ops Manager,10.0,9.394972060681734,0
13848,Luke Sharma,40,False,94488,3,8,2,3,Yes,Yes,Yes,2,Diploma,Support,Support Engineer,6.468170938223088,3.816307840294364,0
13849,Rohit Williams,41,False,75241,1,16,14,0,Yes,Yes,Yes,4,Bachelor's,Engineering,ML Engineer,10.0,4.356922739107292,0
13850,Sarah Wilson,40,False,76303,3,11,14,3,Yes,Yes,Yes,2,High School,Finance,Analyst,8.039138025306793,1.0,0
13851,Vikram Wilson,26,True,73147,3,0,0,1,Yes,Yes,Yes,5,Bachelor's,Finance,Senior Analyst,10.0,6.021186469232557,0
13852,Rohit Brown,27,True,67071,0,0,6,0,No,Yes,Yes,3,Diploma,Support,Support Engineer,3.2295511275868556,2.93625921407976,0
13853,Arun Johnson,37,False,75723,1,16,14,3,No,Yes,Yes,4,Diploma,Operations,Operations Coordinator,10.0,6.734306187955081,0
13855,Michael Gupta,39,True,82677,1,14,8,1,Yes,Yes,No,1,Bachelor's,Engineering,ML Engineer,6.834494615314914,2.943343538805633,0
13856,Michael Miller,38,False,65744,0,0,4,2,Yes,No,Yes,2,Diploma,Engineering,Software Engineer,4.307079468791339,6.062031154593129,0
13863,Leo Taylor,37,False,69734,1,10,9,0,No,Yes,Yes,1,Master's,Finance,Analyst,10.0,2.221827839415564,0
13864,Rohit Thomas,26,True,88989,1,0,0,1,No,Yes,Yes,3,Diploma,R&D,Researcher,10.0,5.637469536397347,0
13868,Michael Thompson,43,False,75017,1,7,10,2,Yes,No,Yes,2,Diploma,Support,Support Engineer,6.768991241750502,4.767977100315664,0
13872,Leo Smith,39,True,73171,0,16,1,3,No,Yes,Yes,4,Bachelor's,R&D,Scientist,9.062862657093428,3.304140934436505,0
13876,Sarah Walker,27,False,68114,3,0,10,1,No,Yes,Yes,3,Bachelor's,R&D,Scientist,3.780292192432432,1.6260576623518026,0
13878,Leo Taylor,40,False,60073,0,16,0,1,No,No,Yes,4,Bachelor's,Finance,Senior Analyst,10.0,3.580008834479413,0
13880,Rohit Thomas,23,False,67705,1,0,11,2,No,Yes,Yes,2,Master's,HR,HR Manager,4.693443591646027,5.309623712952934,0
13882,Olivia Gupta,33,False,61677,0,11,8,2,Yes,No,Yes,3,Bachelor's,Finance,Analyst,7.715837214519578,7.9150683652929485,0
13885,Ananya Brown,51,True,62967,0,21,0,1,No,Yes,No,4,Bachelor's,Sales,Account Executive,10.0,4.993020298341815,0
13887,Kiran Taylor,19,False,60242,0,0,14,1,Yes,Yes,Yes,3,High School,HR,HR Manager,10.0,6.5597054938393775,0
13888,Daniel Williams,41,False,65008,1,12,1,1,No,No,No,4,Bachelor's,Operations,Operations Coordinator,8.666169178277901,4.766150415618263,0
13893,Linda Smith,31,False,72679,0,0,11,1,No,Yes,Yes,3,Bachelor's,Support,Customer Specialist,3.9183347591625415,1.0,0
13902,Priya Smith,20,True,77109,0,0,3,1,No,Yes,Yes,3,Bachelor's,Support,Support Engineer,7.326332454084523,3.518529345240441,0
13904,Daniel Gupta,33,True,77335,0,0,8,3,No,Yes,Yes,2,High School,Support,Customer Specialist,6.311426539286776,3.8797461659554315,0
13909,Michael Gupta,18,True,73827,1,0,10,1,No,Yes,Yes,3,Bachelor's,Finance,Senior Analyst,6.046544939926151,10.0,0
13910,Kiran Williams,48,False,71693,0,20,11,2,Yes,Yes,Yes,3,Bachelor's,Sales,Account Executive,4.986381099322211,2.3652995538367065,0
13917,Arun Singh,21,True,78098,1,0,0,3,No,Yes,No,4,Master's,Support,Customer Specialist,7.306885747871384,2.5140595032636677,0
13918,Daniel Wilson,31,False,61051,1,4,10,0,No,Yes,Yes,3,Bachelor's,Operations,Ops Manager,10.0,4.432062772074146,0
13919,Luke Sharma,50,False,59228,3,10,8,3,Yes,Yes,Yes,3,Bachelor's,Engineering,ML Engineer,9.669377463057454,6.704836354029876,0
13923,Rohit Walker,52,True,62803,1,29,4,3,No,Yes,Yes,3,Diploma,HR,HR Executive,10.0,5.58519509640135,0
13924,Kiran Patel,31,True,59533,2,2,7,2,No,Yes,Yes,3,Bachelor's,HR,HR Executive,10.0,5.589480658344909,0
13925,Arun Sharma,28,False,61712,3,0,7,1,No,Yes,Yes,5,Diploma,HR,HR Manager,7.100195151529554,4.887717292145376,0
13926,John Sharma,40,True,62635,1,18,1,1,Yes,Yes,No,3,Master's,Support,Support Engineer,10.0,5.210286148701183,0
13930,Leo Sharma,26,False,75377,1,0,13,1,No,Yes,Yes,2,Master's,R&D,Researcher,9.789770762287505,2.861934106648767,0
13931,Priya Iyer,38,True,75369,1,16,5,3,No,No,Yes,4,Master's,R&D,Researcher,10.0,5.642338872346709,0
13933,Luke Williams,48,False,70014,1,24,14,2,No,Yes,Yes,3,Bachelor's,Engineering,ML Engineer,3.8150558754293256,2.30733000991035,0
13935,Sarah Lewis,31,False,74439,1,4,10,0,No,Yes,Yes,3,Master's,Support,Support Engineer,8.86602267932887,4.529499085879498,0
13938,Priya Brown,42,False,71834,1,15,4,2,No,Yes,Yes,4,Master's,R&D,Researcher,8.425999163032134,2.884128213789906,0
13942,Sophia Thomas,26,False,63083,1,0,9,2,Yes,Yes,Yes,3,Diploma,Finance,Senior Analyst,10.0,1.6178782777570149,0
13947,Vikram Lewis,35,True,69624,1,0,12,0,No,No,Yes,1,Master's,HR,HR Executive,8.793292452864225,3.9071188490115247,0
13951,Nina Patel,46,False,60739,0,19,6,1,Yes,Yes,Yes,4,Bachelor's,R&D,Scientist,10.0,1.0,0
13952,John Singh,28,True,96156,0,5,0,1,No,No,Yes,3,Master's,Engineering,Software Engineer,10.0,3.717325978714738,0
13954,Kiran Gupta,33,True,76588,1,0,6,2,No,Yes,Yes,2,Bachelor's,Sales,Account Executive,3.541768766768606,10.0,0
13957,Sophia Smith,28,False,85647,0,0,0,2,Yes,Yes,Yes,3,Diploma,HR,HR Manager,1.696021059818916,10.0,0
13961,John Thomas,42,True,60873,3,12,10,2,No,Yes,Yes,3,Bachelor's,Finance,Senior Analyst,8.288832651608553,4.295462072764943,0
13963,Emily Wilson,45,True,66134,1,15,8,1,No,Yes,Yes,5,Bachelor's,Sales,Sales Manager,8.3274823693082,1.0,0
13972,Linda Anderson,39,False,90244,1,16,3,3,No,Yes,Yes,5,High School,Sales,Sales Manager,9.038961213915051,5.581022254193752,0
13973,Olivia Wilson,55,False,81890,0,33,4,0,No,Yes,Yes,3,Master's,HR,HR Executive,10.0,8.275061045383417,0
13974,Kiran Williams,48,True,78251,3,16,8,2,No,Yes,Yes,4,Bachelor's,Operations,Ops Manager,10.0,3.0699546671317934,0
13975,Nina Singh,44,True,87781,0,22,1,2,No,Yes,Yes,2,Master's,R&D,Scientist,10.0,1.3920755562507114,0
13979,Karen Miller,48,False,76948,0,22,14,1,No,Yes,Yes,4,Master's,Finance,Senior Analyst,6.757706241048386,2.684450209982245,0
13981,Linda Anderson,30,False,67018,1,4,5,2,Yes,Yes,Yes,4,Master's,R&D,Scientist,10.0,1.0,0
13989,Leo Smith,43,True,82753,2,4,9,0,No,Yes,Yes,3,High School,Sales,Account Executive,9.794950127133072,9.072253703717873,0
13991,Sophia Wilson,38,True,63974,0,14,12,2,Yes,Yes,No,2,PhD,Support,Support Engineer,10.0,5.692868730848858,0
13995,Arun Thompson,44,True,68455,1,18,13,2,No,Yes,No,4,Bachelor's,Sales,Sales Manager,8.35689674568621,2.7740013888722865,0
13999,Michael Davis,32,True,71404,0,3,11,2,No,Yes,Yes,1,Bachelor's,Sales,Account Executive,10.0,3.9110132395263766,0
14004,Rohit Lewis,31,True,70078,0,8,14,1,Yes,Yes,Yes,3,Master's,Support,Customer Specialist,10.0,1.8310800593030159,0
14005,David Williams,37,True,75650,1,5,13,2,No,Yes,Yes,2,Master's,Sales,Account Executive,9.909090760511893,1.0,0
14007,Aisha Walker,32,True,61739,2,11,1,2,Yes,Yes,Yes,1,Diploma,R&D,Scientist,4.604754880006357,1.0,0
14009,Michael Patel,32,True,88186,0,0,11,0,Yes,Yes,No,4,Bachelor's,Sales,Account Executive,6.818337959713132,2.6832590652715673,0
14011,Emily Sharma,42,False,78961,0,8,0,0,No,Yes,Yes,4,High School,Engineering,ML Engineer,4.591818703708375,6.802347002463101,0
14024,Daniel Smith,54,True,67041,0,17,5,2,No,Yes,Yes,3,High School,Engineering,ML Engineer,9.64016732831516,4.400123495353455,0
14026,David Williams,38,True,94347,3,6,1,2,Yes,Yes,Yes,2,Bachelor's,Finance,Senior Analyst,4.844753326833487,3.8205522284304063,0
14028,John Patel,37,False,66756,1,12,2,2,Yes,Yes,No,3,Diploma,Support,Customer Specialist,4.404756103390258,2.4616027550864317,0
14031,Leo Singh,30,True,74252,3,5,0,2,No,Yes,Yes,2,Bachelor's,Engineering,ML Engineer,10.0,1.510388385469562,0
14033,Rohit Thompson,53,True,89427,0,31,10,0,No,Yes,No,3,Bachelor's,Engineering,Software Engineer,7.0196453846515565,2.1644676195215666,0
14035,Emily Thomas,35,False,80214,1,10,3,0,Yes,Yes,No,3,High School,Finance,Senior Analyst,4.281255277408324,6.701827195145646,0
14040,Aisha Gupta,35,True,66778,2,9,8,3,No,Yes,Yes,3,Bachelor's,Sales,Sales Manager,5.897290467491882,7.408269098368571,0
14044,Karen Gupta,35,False,70291,0,0,8,2,No,No,Yes,5,PhD,R&D,Researcher,10.0,5.191433853401611,0
14048,Sarah Brown,41,False,82089,1,7,7,0,No,Yes,Yes,2,Diploma,Engineering,Software Engineer,4.086632720101114,1.1202250113844983,0
14054,Nina Thomas,22,True,62372,1,1,6,1,No,Yes,No,3,Bachelor's,Engineering,Software Engineer,10.0,1.0,0
14055,Arun Thompson,46,False,58925,1,16,2,1,Yes,Yes,Yes,2,Diploma,HR,HR Executive,8.714859860179132,4.419797593685997,0
14073,Vikram Miller,44,False,84421,0,15,4,2,No,Yes,Yes,4,Diploma,R&D,Scientist,7.602454349057143,7.121716204105965,0
14077,John Miller,18,False,67551,1,0,1,3,No,Yes,Yes,4,High School,Operations,Ops Manager,3.4931597038525837,4.2112224832878,0
14081,Aisha Singh,40,True,68141,2,14,12,3,Yes,No,Yes,4,Bachelor's,Operations,Operations Coordinator,10.0,7.203790850853792,0
14086,Rohit Brown,24,True,95196,0,2,14,1,No,No,Yes,3,PhD,R&D,Researcher,10.0,1.56330135961477,0
14091,Luke Smith,27,True,81341,2,0,0,1,No,Yes,Yes,5,Diploma,Support,Support Engineer,4.740874340108095,4.79772063762173,0
14093,John Anderson,48,True,82022,0,23,12,3,No,No,No,1,Bachelor's,R&D,Scientist,3.9571538107930566,6.482976105743686,0
14095,Sophia Thompson,35,True,81293,2,5,9,0,No,Yes,Yes,4,Diploma,Finance,Analyst,8.877239301545837,6.0520201362511905,0
14097,Luke Thomas,52,False,80583,2,22,3,3,No,Yes,Yes,2,Bachelor's,Engineering,Software Engineer,10.0,3.372614074376635,0
14098,Leo Anderson,23,False,58631,0,0,6,1,No,No,No,3,Bachelor's,Sales,Sales Manager,9.608825388234786,1.0,0
14100,Ananya Gupta,43,False,68858,1,14,11,1,No,Yes,Yes,3,Bachelor's,Operations,Operations Coordinator,10.0,5.2027080350334245,0
14104,Kiran Johnson,37,True,67004,2,9,11,1,No,No,Yes,4,Bachelor's,Finance,Senior Analyst,10.0,4.656694786149867,0
14107,Sophia Thompson,30,True,58883,2,9,6,2,Yes,No,Yes,3,PhD,Finance,Analyst,10.0,1.0,0
14115,Priya Smith,30,False,63443,1,8,8,3,No,Yes,Yes,3,Bachelor's,Finance,Analyst,10.0,2.010595062611385,0
14118,Ananya Wilson,58,False,72987,2,21,8,3,No,Yes,Yes,3,Bachelor's,HR,HR Manager,8.687549501674008,4.2638220398933075,0
14133,Leo Williams,48,True,73882,0,21,1,2,Yes,Yes,Yes,4,Master's,Sales,Sales Manager,10.0,9.486271543226339,0
14136,Michael Anderson,42,True,82301,1,21,14,2,No,No,Yes,3,Master's,Operations,Operations Coordinator,9.298225110030128,3.8000750781434895,1
14137,Priya Singh,27,False,78354,1,0,0,1,Yes,Yes,Yes,4,Bachelor's,Operations,Ops Manager,10.0,4.007092384807558,0
14140,Sarah Brown,19,False,67731,2,0,11,3,No,Yes,No,1,Diploma,Sales,Sales Manager,6.729650628695287,7.6959754833323615,0
14141,Karen Singh,47,True,97887,2,14,1,2,No,Yes,Yes,3,Diploma,Sales,Account Executive,8.648048193467606,3.681191621428009,0
14145,Karen Wilson,18,False,95125,2,0,3,3,No,Yes,Yes,2,High School,Operations,Ops Manager,6.163803473909603,4.790306208949915,0
14150,Karen Taylor,18,True,74506,3,0,5,0,No,Yes,Yes,1,Bachelor's,Support,Support Engineer,10.0,7.314426498996571,0
14151,Kiran Gupta,26,False,70123,2,0,8,3,Yes,Yes,Yes,1,Bachelor's,Sales,Account Executive,6.6962053900819445,2.536109278973453,0
14153,Karen Smith,24,False,96780,3,0,6,0,No,Yes,Yes,4,Bachelor's,Engineering,ML Engineer,10.0,5.191786030166093,0
14161,Michael Iyer,42,True,81143,1,17,8,0,No,Yes,Yes,4,High School,Engineering,DevOps Engineer,1.2227258372305467,6.21249228928188,0
14164,Sophia Thompson,18,True,72965,3,0,13,3,No,Yes,Yes,2,Bachelor's,Engineering,ML Engineer,10.0,9.19215539665504,0
14165,Leo Walker,31,False,94401,0,8,13,1,No,Yes,Yes,4,High School,Operations,Ops Manager,8.733852412506376,1.4639754684420097,0
14174,Sarah Kumar,30,True,67931,2,4,7,0,Yes,Yes,Yes,4,Bachelor's,Support,Customer Specialist,10.0,1.9884336499483544,0
14177,Arun Kumar,42,True,88016,1,9,14,2,No,Yes,Yes,3,Bachelor's,Operations,Ops Manager,9.181890588874005,5.532084210894542,0
14180,Karen Wilson,28,True,96028,3,0,5,0,No,Yes,Yes,3,Bachelor's,Sales,Sales Manager,8.64814648813374,4.093414908182742,0
14185,Karen Miller,42,False,79410,0,20,5,1,No,No,Yes,3,Diploma,Finance,Analyst,10.0,5.064541349983441,0
14187,David Smith,30,False,84338,2,2,1,1,No,Yes,Yes,5,Bachelor's,Sales,Sales Manager,10.0,3.6823232300030995,0
14188,Nina Williams,29,True,73757,3,0,6,3,No,Yes,Yes,4,Diploma,R&D,Researcher,10.0,1.0,0
14190,Ananya Smith,28,True,79007,0,4,1,0,Yes,Yes,No,4,Bachelor's,R&D,Scientist,9.445226290519429,4.030428017931952,0
14194,Sophia Anderson,22,False,60228,2,0,0,2,No,Yes,Yes,3,Master's,Support,Support Engineer,8.613800952617805,1.0,0
14195,Karen Davis,40,True,98433,0,19,7,1,No,Yes,Yes,4,Bachelor's,Support,Support Engineer,5.33897636539741,3.1421908464569883,0
14204,Kiran Singh,19,True,69063,2,0,5,2,No,Yes,No,3,Diploma,Sales,Sales Manager,10.0,3.949990350663263,0
14209,John Iyer,31,False,69985,1,8,5,3,No,Yes,Yes,1,Bachelor's,Support,Customer Specialist,5.444454528595518,6.827152282062971,0
14213,Karen Brown,25,False,81039,0,0,10,0,No,No,Yes,4,Bachelor's,HR,HR Manager,1.527261303485587,1.0,0
14214,Sarah Johnson,56,True,83607,0,31,0,0,No,Yes,Yes,4,High School,Operations,Operations Coordinator,8.029108273738732,5.1864212998395445,0
14219,Karen Davis,54,False,60464,1,1,10,2,Yes,Yes,No,1,Diploma,Engineering,DevOps Engineer,9.893612098636247,8.844623522780443,0
14222,David Thompson,30,True,61629,1,0,7,3,Yes,No,Yes,3,Bachelor's,HR,HR Executive,9.143759155336243,5.4126247354963075,0
14223,Michael Thompson,38,True,93861,0,15,5,0,No,Yes,Yes,3,High School,HR,HR Executive,10.0,7.622747867087737,0
14225,Linda Taylor,31,True,60398,3,5,3,1,No,Yes,Yes,3,Bachelor's,R&D,Scientist,3.4434281813272936,10.0,0
14226,Luke Thomas,35,True,77625,0,13,12,0,Yes,Yes,Yes,3,Bachelor's,R&D,Researcher,10.0,2.4338391898370513,0
14228,Luke Smith,46,True,83241,1,21,12,3,No,Yes,Yes,3,Bachelor's,Engineering,Software Engineer,9.985796759824945,4.989460551744829,0
14230,Sarah Gupta,46,True,75064,1,23,3,3,No,No,No,1,Bachelor's,Finance,Analyst,7.333390797136964,8.536565130208249,0
14231,Daniel Thompson,36,False,89488,1,13,4,0,No,Yes,Yes,3,Master's,HR,HR Manager,10.0,2.6113204563921517,0
14235,Ananya Sharma,57,True,73088,2,33,10,3,No,Yes,Yes,2,Diploma,Operations,Ops Manager,10.0,2.929297091005087,0
14239,Arun Brown,49,True,64794,3,16,8,0,No,Yes,No,4,Master's,Operations,Ops Manager,7.0985823561207635,6.969841270961966,0
14240,Sophia Brown,28,True,92749,0,7,12,2,No,Yes,Yes,3,High School,Finance,Senior Analyst,8.263140645192752,9.876888299857013,0
14242,Rohit Brown,20,True,71240,2,0,10,3,No,No,Yes,3,High School,HR,HR Executive,5.856961631903074,1.0,0
14251,Sophia Brown,35,False,88580,0,0,11,3,No,Yes,No,5,Bachelor's,Support,Customer Specialist,3.7603759443044744,6.530549681483841,0
14253,Luke Davis,42,False,85710,0,20,13,0,No,No,No,3,Bachelor's,Finance,Analyst,8.132110689462616,10.0,0
14256,Arun Kumar,36,True,68058,0,12,12,3,Yes,Yes,Yes,4,Diploma,Engineering,DevOps Engineer,10.0,3.8026235843573772,0
14257,Nina Thomas,27,True,69288,2,0,3,3,No,Yes,No,3,Master's,Operations,Operations Coordinator,5.171158472220813,8.804141684365964,0
14260,Linda Lewis,36,True,74605,0,0,5,0,No,No,Yes,3,Diploma,Operations,Ops Manager,9.865648869836086,1.0,0
14261,Michael Wilson,38,True,85434,0,12,13,2,No,Yes,Yes,3,Bachelor's,Finance,Senior Analyst,10.0,7.354240884848511,0
14264,Sarah Walker,45,False,94955,3,13,7,0,No,Yes,No,3,Bachelor's,Engineering,DevOps Engineer,5.731319371569594,2.0762099489454,0
14267,Rohit Patel,48,False,64474,0,19,10,2,No,Yes,Yes,1,Bachelor's,Finance,Senior Analyst,9.411421876544505,6.607012233199248,0
14268,David Brown,53,False,66299,0,27,9,1,No,Yes,Yes,4,Bachelor's,Sales,Sales Manager,3.0106147940624797,5.903944254388807,0
14270,Daniel Lewis,24,False,67483,1,0,13,0,No,Yes,Yes,2,High School,Operations,Operations Coordinator,2.077339119931791,1.0,0
14271,Olivia Thompson,39,True,64012,2,10,11,3,No,No,Yes,5,Bachelor's,Support,Customer Specialist,10.0,3.455638014352056,0
14272,Emily Anderson,26,False,94810,0,2,3,1,Yes,Yes,Yes,5,Master's,Sales,Sales Manager,7.022114024832249,2.573052078328437,0
14274,Leo Brown,45,False,59722,2,21,4,2,No,Yes,Yes,3,Diploma,Engineering,ML Engineer,10.0,6.529881456807056,0
14276,Olivia Walker,39,True,59715,1,13,1,3,No,Yes,No,2,Bachelor's,Finance,Senior Analyst,9.57115657685549,4.2320243605399686,0
14278,John Iyer,52,True,74498,1,18,0,0,No,Yes,Yes,4,Master's,Support,Customer Specialist,10.0,2.0487592654630036,0
14281,Luke Davis,38,False,63947,3,9,13,2,No,Yes,Yes,2,Bachelor's,Support,Support Engineer,7.00150819256166,10.0,0
14282,Kiran Kumar,53,False,78471,3,32,0,0,Yes,Yes,Yes,4,Master's,Support,Customer Specialist,6.348715675388427,4.980610201269363,0
14287,John Singh,27,False,71879,0,2,10,3,No,Yes,Yes,3,Master's,R&D,Researcher,3.352326847440413,3.5955415626599763,0
14288,Kiran Gupta,51,True,74750,0,11,6,0,Yes,Yes,Yes,3,Bachelor's,Support,Support Engineer,4.182082738572284,5.279810517450251,0
14290,Daniel Taylor,18,True,96728,3,0,11,1,No,No,Yes,4,Bachelor's,Engineering,ML Engineer,6.98965493103535,9.497408427031276,0
14292,Aisha Lewis,29,False,62918,1,3,12,0,No,Yes,Yes,3,High School,Operations,Ops Manager,6.60735810864261,7.922341660724916,0
14293,Karen Kumar,29,True,86216,2,4,13,2,No,Yes,Yes,3,Diploma,HR,HR Executive,9.595448687379825,3.020892951667826,0
14299,Aisha Thomas,25,True,97031,0,0,0,3,No,Yes,Yes,3,Master's,Support,Customer Specialist,5.676389602927404,2.3277188316806,0
14301,Rohit Thompson,38,True,98924,0,12,3,1,Yes,Yes,No,4,Master's,Finance,Analyst,4.949108472822392,4.39701990462936,0
14302,Luke Patel,57,True,76188,1,32,4,2,Yes,Yes,Yes,3,Diploma,Finance,Senior Analyst,9.850575052353797,6.892864969755948,0
14306,Nina Thomas,43,True,62262,3,9,4,0,No,No,Yes,5,High School,HR,HR Executive,1.0855267650478542,5.28389149406528,0
14310,Rohit Anderson,32,False,70483,0,1,3,1,No,Yes,Yes,5,Master's,Support,Customer Specialist,4.711169938449229,2.1256814109588973,0
14311,David Kumar,18,True,97702,0,0,11,2,No,Yes,Yes,3,Master's,Finance,Senior Analyst,10.0,10.0,0
14312,Luke Patel,33,True,68180,3,6,4,1,No,Yes,Yes,5,High School,Sales,Sales Manager,10.0,5.612503681566196,0
14314,Karen Thomas,35,True,65382,0,3,3,0,Yes,Yes,No,4,Bachelor's,Support,Support Engineer,10.0,1.0,0
14323,Nina Brown,36,False,61434,3,11,2,3,Yes,Yes,Yes,2,High School,Sales,Sales Manager,7.881139775779973,8.87448217340917,0
14324,Luke Miller,22,False,70592,2,0,0,2,No,Yes,Yes,2,Bachelor's,Engineering,DevOps Engineer,6.659812338931255,2.936153119426677,0
14325,Rohit Johnson,62,False,60332,1,24,1,0,No,Yes,Yes,3,Diploma,Operations,Operations Coordinator,6.563637226750943,8.625991063142887,0
14332,John Johnson,37,False,90517,3,0,2,0,No,Yes,Yes,5,Master's,HR,HR Manager,6.9534054892162125,4.948699427642772,0
14334,Sarah Thompson,40,True,74544,1,16,11,3,No,Yes,Yes,3,Bachelor's,HR,HR Manager,4.389837186772861,1.4598928504236888,0
14336,Sarah Johnson,27,True,66704,1,5,9,2,Yes,Yes,Yes,5,Master's,Finance,Analyst,5.423237152075672,6.134027483076727,0
14337,Karen Iyer,38,False,68271,3,14,11,0,No,Yes,Yes,5,Master's,HR,HR Manager,8.493177032275964,3.481836799344551,0
14339,Michael Thompson,28,False,68679,2,7,10,1,No,Yes,Yes,4,High School,Engineering,ML Engineer,10.0,1.054450236908223,0
14341,Kiran Singh,44,True,96989,0,15,3,2,No,Yes,No,3,Bachelor's,Finance,Analyst,10.0,4.679957700311116,0
14342,Vikram Sharma,56,True,86978,0,13,10,0,No,Yes,Yes,2,Master's,Operations,Ops Manager,4.371028087690226,1.0,0
14343,Arun Kumar,18,False,62044,2,0,11,2,No,Yes,No,4,Master's,Support,Support Engineer,7.508775865415163,1.0,0
14346,Olivia Walker,45,True,88580,0,10,11,3,No,Yes,Yes,3,Diploma,Engineering,ML Engineer,10.0,7.322456167839471,0
14349,Kiran Sharma,35,True,59432,1,8,13,0,No,Yes,No,3,Diploma,Engineering,Software Engineer,4.73830083466464,1.0,0
14350,Luke Miller,23,False,95957,0,0,13,1,No,Yes,No,3,Bachelor's,Engineering,ML Engineer,6.577565055748218,10.0,0
14356,Emily Thompson,37,False,78463,3,7,5,1,Yes,Yes,Yes,3,High School,Support,Customer Specialist,8.44799502195719,1.977096227500827,0
14358,Aisha Smith,35,True,79754,1,0,12,0,No,No,Yes,3,Diploma,HR,HR Manager,10.0,1.4886746194532243,0
14365,Leo Patel,26,False,60915,0,0,6,3,Yes,Yes,Yes,5,Bachelor's,Sales,Sales Manager,3.1964743834424754,3.6448829896548336,0
14368,Linda Lewis,45,False,64656,2,12,9,0,No,Yes,Yes,5,Diploma,Engineering,Software Engineer,3.6827636127927184,7.177776119124058,0
